Ticker,NCTId,ResultsFirstPostDate,CompletionDate,BuyPrice,SellPrice,PercentDiff
PTCT,NCT00486278,"December 25, 2014",June 2010,53.62,51.77,-0.88
PTCT,NCT02541942,"January 4, 2019","April 15, 2016",29.78,31.37,1.30
PTCT,NCT02557672,"June 7, 2022",January 2022,28.14,26.80,-1.22
PTCT,NCT02213250,"July 25, 2016",April 2015,6.10,6.26,0.65
PTCT,NCT00118248,"May 6, 2014",April 2012,17.60,16.96,-0.93
PTCT,NCT01146652,"January 24, 2022","December 31, 2020",40.22,39.40,-0.51
PTCT,NCT01392547,"December 6, 2013",August 2012,28.96,26.22,-2.48
PTCT,NCT03549871,"February 6, 2023","March 25, 2022",45.86,46.14,0.15
PTCT,NCT03248141,"May 20, 2019","March 14, 2018",43.62,42.83,-0.46
PTCT,NCT02057250,"June 20, 2017",March 2016,17.65,18.28,0.88
PTCT,NCT00303901,"February 23, 2015",July 2011,70.29,70.46,0.06
PTCT,NCT00098813,"December 19, 2013",August 2009,22.30,21.91,-0.44
PTCT,NCT02973997,"October 24, 2023","October 8, 2023",23.28,18.51,-5.71
PTCT,NCT00275509,"December 20, 2017",June 2010,16.30,16.64,0.52
PTCT,NCT02462603,"May 3, 2022","January 8, 2019",36.71,33.34,-2.41
PTCT,NCT00514046,"December 22, 2020","November 1, 2020",65.86,65.05,-0.31
PTCT,NCT02066051,"November 25, 2015",November 2014,34.04,32.50,-1.16
PTCT,NCT01271868,"April 11, 2019",December 2016,38.35,35.42,-1.99
PTCT,NCT00708435,"August 13, 2013",November 2010,15.64,15.66,0.03
PTCT,NCT02138214,"December 21, 2020","October 26, 2020",65.86,65.05,-0.31
PTCT,NCT00952731,"July 21, 2015",,59.62,58.12,-0.64
PTCT,NCT02451202,"January 7, 2020",March 2018,51.96,50.51,-0.71
PTCT,NCT00307125,"March 23, 2015",December 2012,64.85,62.38,-0.97
PTCT,NCT01811212,"April 3, 2018","October 9, 2017",26.57,25.70,-0.83
PTCT,NCT01974284,"November 25, 2019","June 29, 2017",45.56,46.69,0.61
PTCT,NCT04394286,"May 19, 2022","May 3, 2021",32.20,30.58,-1.29
PTCT,NCT01267955,"November 15, 2019","July 25, 2024",45.56,46.69,0.61
PTCT,NCT04280081,"June 2, 2022","November 20, 2025",26.94,28.14,1.09
PTCT,NCT00519896,"April 25, 2017",September 2015,12.00,12.15,0.31
PTCT,NCT01934335,"November 1, 2021","December 21, 2018",41.25,40.28,-0.59
PTCT,NCT02393690,"August 3, 2021","December 31, 2023",38.48,39.92,0.92
PTCT,NCT02547220,"July 13, 2020","May 31, 2019",53.29,47.46,-2.89
PTCT,NCT02303041,"January 29, 2019",June 2017,29.91,30.92,0.83
PTCT,NCT03091751,"July 25, 2017",October 2009,20.84,20.66,-0.22
PTCT,NCT00803101,"February 25, 2014",February 2013,32.35,31.36,-0.78
PULM,NCT02198963,"February 4, 2016",September 2014,590.00,502.00,-4.03
PBYI,NCT01808573,"December 11, 2019","December 9, 2019",8.69,9.36,1.86
PBYI,NCT02400476,"May 6, 2022","April 22, 2021",2.77,2.90,1.15
PBYI,NCT00878709,"October 9, 2017","October 4, 2019",124.15,123.55,-0.12
PBYI,NCT01827267,"September 11, 2017","October 6, 2017",104.95,106.80,0.44
PBYI,NCT04366713,"February 10, 2023","December 28, 2021",4.18,4.08,-0.61
PBYI,NCT01111825,"November 7, 2017",July 2016,132.45,103.00,-6.25
PBYI,NCT01008150,"December 6, 2018","November 25, 2016",24.13,24.15,0.02
PBYI,NCT02236000,"January 26, 2023",August 2021,4.27,4.35,0.46
PBYI,NCT00777101,"November 9, 2017","June 3, 2018",101.10,100.70,-0.10
PBYI,NCT01128842,"December 19, 2018",March 2011,22.28,20.21,-2.44
PBYI,NCT00958724,"February 26, 2018",April 2010,76.30,79.70,1.09
PBYI,NCT00915018,"November 6, 2017","June 28, 2018",101.10,100.70,-0.10
PBYI,NCT00838539,"February 26, 2018",December 2013,76.30,79.70,1.09
PBYI,NCT00768469,"November 19, 2018",January 2011,23.08,23.56,0.51
PBYI,NCT00741260,"November 9, 2017",June 2018,101.10,100.70,-0.10
PBYI,NCT00706030,"May 8, 2018","June 7, 2018",65.30,53.15,-5.13
PBYI,NCT00445458,"May 9, 2018","February 7, 2018",65.30,53.15,-5.13
PBYI,NCT00398567,"April 13, 2018","March 2, 2018",51.60,52.95,0.65
PBYI,NCT00397046,"February 19, 2018",March 2009,67.05,66.15,-0.34
PBYI,NCT00300781,"September 13, 2017","January 30, 2018",103.90,102.25,-0.40
PBYI,NCT00266877,"April 13, 2018",January 2009,51.60,52.95,0.65
PBYI,NCT00146172,"February 13, 2018",January 2007,68.40,67.05,-0.50
PBYI,NCT03289039,"March 21, 2023","July 20, 2021",2.34,2.21,-1.43
PBYI,NCT03094052,"November 18, 2023","October 31, 2022",3.89,4.14,1.56
PBYI,NCT01670877,"April 15, 2022","March 11, 2021",1.94,1.98,0.51
PYXS,NCT03123783,"December 5, 2023","November 16, 2020",1.77,1.85,1.10
QTRX,NCT02257632,"May 7, 2019","June 8, 2017",23.05,22.13,-1.02
QNCX,NCT03823404,"February 23, 2023","January 1, 2022",0.94,0.95,0.34
RAIN,NCT03805841,"June 28, 2023","April 23, 2021",1.23,1.20,-0.62
RAPT,NCT04894994,"December 5, 2023","September 13, 2022",17.02,17.48,0.67
RAPT,NCT01929642,"March 29, 2021",August 2016,21.84,23.00,1.29
RDHL,NCT04467840,"October 19, 2023","July 18, 2021",0.59,0.46,-5.94
RDHL,NCT04414618,"March 21, 2022","December 23, 2020",107.60,104.40,-0.75
RDHL,NCT03009396,"February 24, 2021","August 19, 2019",408.40,380.00,-1.80
RDHL,NCT03198507,"March 16, 2020","December 13, 2018",168.80,171.20,0.35
RDHL,NCT02757105,"July 31, 2018","July 14, 2017",302.40,287.60,-1.25
RDHL,NCT02246439,"February 20, 2019","February 16, 2017",326.00,310.40,-1.23
RDHL,NCT01980095,"January 10, 2017",August 2015,422.00,421.60,-0.02
REGN,NCT04709575,"October 27, 2022","August 24, 2021",748.75,740.48,-0.28
REGN,NCT03767738,"September 16, 2021","August 19, 2020",640.89,647.06,0.24
REGN,NCT03694197,"June 15, 2021","April 8, 2020",523.58,537.92,0.68
REGN,NCT01949311,"October 17, 2023","June 27, 2022",826.03,808.47,-0.54
REGN,NCT03188666,"December 2, 2022","September 16, 2021",728.11,715.57,-0.43
REGN,NCT04209634,"October 30, 2023","May 2, 2024",832.41,822.79,-0.29
REGN,NCT03949673,"October 17, 2023","August 25, 2020",826.03,808.47,-0.54
REGN,NCT05074433,"July 24, 2023","May 18, 2022",741.91,732.12,-0.33
REGN,NCT03838731,"July 1, 2021","April 6, 2020",585.90,580.40,-0.24
REGN,NCT02325791,"November 6, 2018","September 26, 2017",364.25,356.66,-0.53
REGN,NCT03285646,"June 30, 2021","May 2, 2019",558.54,583.64,1.10
REGN,NCT04452318,"May 15, 2023","October 4, 2021",751.50,737.40,-0.47
REGN,NCT03691974,"March 1, 2023","January 7, 2021",770.44,779.30,0.29
REGN,NCT04426695,"July 25, 2022","October 22, 2021",576.68,608.77,1.35
REGN,NCT04425629,"December 21, 2023","June 9, 2022",874.37,878.29,0.11
REGN,NCT03156621,"June 29, 2021","February 13, 2020",558.54,583.64,1.10
REGN,NCT03946748,"June 26, 2023","June 10, 2021",844.37,840.81,-0.11
REGN,NCT03515629,"November 16, 2022","July 29, 2021",735.67,736.73,0.04
REGN,NCT04162470,"June 12, 2023","April 7, 2022",718.09,704.83,-0.47
REGN,NCT03161093,"November 14, 2022","August 27, 2021",738.98,735.36,-0.12
REGN,NCT01459796,"July 18, 2017",June 2013,506.79,515.92,0.45
REGN,NCT03793608,"May 19, 2022","May 12, 2021",681.91,690.88,0.33
REGN,NCT03399786,"May 18, 2021","March 17, 2020",510.27,506.72,-0.17
REGN,NCT04992273,"March 6, 2023","June 1, 2022",752.33,760.30,0.26
REGN,NCT03345914,"August 13, 2020","September 10, 2019",620.73,629.63,0.36
REGN,NCT03956550,"July 1, 2021","October 29, 2020",585.90,580.40,-0.24
REGN,NCT01576484,"August 5, 2020","December 22, 2016",624.52,620.21,-0.17
REGN,NCT03346434,"July 28, 2022","July 8, 2021",576.68,608.77,1.35
REGN,NCT03257267,"April 6, 2022","April 20, 2023",708.36,738.84,1.05
REGN,NCT01979016,"March 18, 2020","January 31, 2015",485.00,438.45,-2.52
REGN,NCT03736967,"November 1, 2021","July 28, 2020",622.78,622.20,-0.02
REGN,NCT04233918,"June 7, 2023","May 30, 2023",738.63,746.52,0.27
REGN,NCT02210780,"May 7, 2020","September 15, 2015",574.11,577.12,0.13
REGN,NCT04101721,"July 20, 2023","August 18, 2022",727.13,730.96,0.13
REGN,NCT03132636,"July 26, 2022","April 27, 2023",587.91,581.69,-0.27
REGN,NCT02407756,"October 5, 2020","March 31, 2016",601.55,600.82,-0.03
REGN,NCT00610363,"May 2, 2017",October 2008,407.03,429.00,1.31
REGN,NCT01266876,"September 22, 2015",November 2011,536.50,490.67,-2.23
REGN,NCT03633617,"December 28, 2022","June 7, 2022",713.03,721.49,0.29
REGN,NCT00288704,"November 13, 2009",August 2008,18.58,18.34,-0.33
REGN,NCT04429503,"November 21, 2023","June 29, 2024",798.83,798.30,-0.02
REGN,NCT02260986,"October 17, 2017",October 2016,439.37,432.98,-0.37
REGN,NCT02265952,"December 9, 2019","July 23, 2018",376.01,371.36,-0.31
REGN,NCT04417894,"December 22, 2023","November 23, 2022",849.53,881.70,0.93
REGN,NCT03430063,"November 3, 2022","October 27, 2021",750.93,742.95,-0.27
REGN,NCT03738423,"June 10, 2022","July 24, 2020",587.67,607.39,0.83
REGN,NCT03054428,"July 23, 2019","June 5, 2018",313.63,309.18,-0.36
REGN,NCT00794417,"December 10, 2020","June 30, 2011",500.38,486.57,-0.70
REGN,NCT04154943,"February 8, 2023","September 5, 2025",749.66,757.61,0.26
REGN,NCT03558997,"May 28, 2020","June 13, 2019",599.47,604.28,0.20
REGN,NCT02277769,"October 16, 2017","January 31, 2016",432.76,421.93,-0.63
REGN,NCT02277743,"November 21, 2017",February 2016,384.44,384.85,0.03
REGN,NCT03682770,"February 7, 2024","July 23, 2021",938.49,953.42,0.39
REGN,NCT04126317,"August 14, 2023","November 30, 2021",844.37,840.81,-0.11
REGN,NCT02718326,"November 21, 2019","July 16, 2019",366.82,371.58,0.32
REGN,NCT02713204,"May 7, 2019","October 3, 2017",329.00,312.86,-1.26
REGN,NCT00943072,"May 27, 2013",April 2012,251.45,252.18,0.07
REGN,NCT04315298,"September 23, 2021","September 2, 2020",619.07,606.70,-0.50
REGN,NCT03452228,"February 16, 2023","July 23, 2020",748.08,756.99,0.30
REGN,NCT02755649,"August 20, 2020","March 31, 2017",594.77,612.00,0.71
REGN,NCT01859988,"August 28, 2017",September 2014,432.76,421.93,-0.63
REGN,NCT02395133,"October 17, 2018","October 18, 2016",399.06,389.83,-0.58
REGN,NCT03175367,"February 10, 2023","December 14, 2020",746.52,759.66,0.44
REGN,NCT02620020,"August 1, 2019","September 13, 2017",299.57,302.22,0.22
REGN,NCT02712008,"October 3, 2018","July 10, 2017",403.04,391.77,-0.71
REGN,NCT02418754,"October 26, 2020","April 3, 2017",548.58,587.14,1.70
REGN,NCT01604824,"June 17, 2020","July 28, 2017",603.10,643.92,1.64
REGN,NCT01722045,"December 22, 2017",September 2015,387.43,382.82,-0.30
REGN,NCT00964795,"March 23, 2015",August 2013,459.78,441.18,-1.03
REGN,NCT00527423,"June 12, 2013",October 2011,237.49,236.93,-0.06
REGN,NCT01451645,"May 12, 2014",September 2012,302.14,291.00,-0.94
REGN,NCT01926782,"March 21, 2017",April 2015,369.14,373.00,0.26
REGN,NCT01709500,"October 28, 2015",January 2015,571.14,557.39,-0.61
REGN,NCT01363440,"April 20, 2015",November 2014,473.48,469.70,-0.20
REGN,NCT01521559,"November 13, 2014",March 2014,399.65,415.25,0.96
REGN,NCT00789477,"September 9, 2014",September 2010,354.32,346.06,-0.59
REGN,NCT01730053,"October 28, 2015","May 31, 2014",571.14,557.39,-0.61
REGN,NCT01709513,"August 28, 2015","May 31, 2017",542.76,531.22,-0.54
REGN,NCT01730040,"August 31, 2015",May 2014,545.87,571.14,1.13
REGN,NCT00320788,"March 1, 2012",August 2008,108.71,104.91,-0.89
REGN,NCT00509795,"April 16, 2012",July 2011,126.30,127.11,0.16
REGN,NCT00094900,"July 10, 2013",December 2010,236.70,266.00,2.91
REGN,NCT00417417,"April 13, 2010",April 2008,26.39,26.40,0.01
REGN,NCT03639675,"February 18, 2020","March 14, 2019",400.81,403.15,0.15
REGN,NCT01146652,"January 24, 2022","December 31, 2020",608.59,622.85,0.58
REGN,NCT02134028,"November 2, 2020","October 11, 2019",567.55,567.73,0.01
REGN,NCT01768572,"June 26, 2017",October 2014,469.74,477.15,0.39
REGN,NCT04327388,"May 13, 2021","September 2, 2020",523.73,510.27,-0.65
REGN,NCT03620747,"March 16, 2023","February 18, 2022",759.25,751.30,-0.26
REGN,NCT02585778,"May 17, 2018","April 3, 2017",296.60,295.31,-0.11
REGN,NCT03415178,"September 9, 2019","August 9, 2018",285.89,285.06,-0.07
REGN,NCT02057250,"June 20, 2017",March 2016,522.02,517.33,-0.23
REGN,NCT01709578,"August 8, 2017",March 2015,474.09,466.59,-0.40
REGN,NCT02948959,"October 20, 2021","August 26, 2020",562.71,572.36,0.43
REGN,NCT01249664,"April 1, 2014",August 2013,306.89,285.34,-1.82
REGN,NCT02912468,"July 25, 2019","July 5, 2018",306.04,304.76,-0.10
REGN,NCT02898454,"October 23, 2019","November 16, 2018",305.02,306.21,0.10
REGN,NCT03930732,"February 28, 2024","May 2, 2023",987.61,982.82,-0.12
REGN,NCT01118728,"June 21, 2017",December 2011,522.02,517.33,-0.23
REGN,NCT02414854,"October 23, 2018","November 23, 2017",351.39,335.82,-1.13
REGN,NCT02121210,"June 20, 2017",May 2015,522.02,517.33,-0.23
REGN,NCT04823130,"July 11, 2023","August 30, 2022",718.42,718.52,0.00
REGN,NCT01955629,"April 18, 2016",March 2015,406.92,390.28,-1.04
REGN,NCT01617148,"July 26, 2018",December 2015,371.51,371.03,-0.03
REGN,NCT02642159,"May 1, 2018","May 15, 2017",296.14,291.25,-0.42
REGN,NCT02573233,"January 28, 2019","January 3, 2018",425.40,406.56,-1.13
REGN,NCT04033367,"November 2, 2022","October 6, 2021",740.48,740.21,-0.01
REGN,NCT02332590,"July 25, 2017","December 29, 2020",515.63,508.71,-0.34
REGN,NCT01670721,"November 28, 2016",June 2015,369.82,362.01,-0.53
REGN,NCT01538719,"May 1, 2018","August 11, 2017",296.14,291.25,-0.42
REGN,NCT02476006,"March 30, 2020","April 12, 2019",504.27,512.33,0.40
REGN,NCT01661270,"November 26, 2015",July 2015,544.50,546.88,0.11
REGN,NCT01882868,"March 14, 2017",August 2015,397.80,380.29,-1.13
REGN,NCT01061736,"June 28, 2017",October 2013,513.19,491.14,-1.10
REGN,NCT04681729,"February 21, 2024","April 20, 2023",952.84,981.20,0.73
REGN,NCT03387852,"March 29, 2022","August 7, 2019",692.38,694.83,0.09
REGN,NCT01061723,"August 8, 2017",June 2011,474.09,466.59,-0.40
REGN,NCT03600805,"January 14, 2022","November 24, 2020",611.22,614.38,0.13
REGN,NCT04004208,"May 6, 2022","February 12, 2021",587.67,607.39,0.83
REGN,NCT00532155,"January 1, 2013",October 2011,181.20,181.07,-0.02
REGN,NCT04447417,"July 22, 2022","June 17, 2021",573.97,708.85,5.26
REGN,NCT05049122,"January 22, 2024","July 5, 2023",955.80,942.78,-0.34
REGN,NCT04718870,"October 17, 2023","November 30, 2022",826.03,808.47,-0.54
REGN,NCT01571284,"February 27, 2018","January 31, 2017",320.44,330.47,0.77
REGN,NCT03912259,"April 5, 2021","February 14, 2020",472.80,481.16,0.44
REGN,NCT01312961,"June 8, 2017",October 2012,476.23,476.84,0.03
REGN,NCT02373202,"January 30, 2018",November 2016,366.65,347.86,-1.31
REGN,NCT03449758,"August 10, 2020","July 31, 2019",620.73,629.63,0.36
REGN,NCT03546907,"November 22, 2022","February 21, 2020",749.23,736.23,-0.44
REGN,NCT03600818,"June 10, 2022","May 19, 2021",587.67,607.39,0.83
REGN,NCT04242173,"July 14, 2022","May 26, 2022",586.70,594.59,0.33
REGN,NCT01954394,"July 24, 2018","June 30, 2017",374.49,367.60,-0.46
REGN,NCT01507831,"December 22, 2015",November 2014,528.34,537.63,0.44
REGN,NCT02559180,"March 30, 2023",December 2020,826.19,825.22,-0.03
REGN,NCT02528214,"October 23, 2018","November 13, 2017",351.39,335.82,-1.13
REGN,NCT02293902,"January 30, 2018",October 2016,366.65,347.86,-1.31
REGN,NCT00327171,"October 18, 2012",March 2010,162.95,162.69,-0.04
REGN,NCT01288443,"September 24, 2015",December 2011,453.98,465.14,0.61
REGN,NCT01812707,"September 24, 2015",January 2014,453.98,465.14,0.61
REGN,NCT03667014,"January 9, 2024","December 15, 2022",906.16,933.20,0.74
REGN,NCT01988246,"May 22, 2020","January 14, 2020",545.21,578.21,1.47
REGN,NCT00574275,"September 25, 2012",November 2010,142.97,152.66,1.64
REGN,NCT01288469,"September 24, 2015",September 2011,453.98,465.14,0.61
REGN,NCT02120950,"January 15, 2019","July 7, 2017",404.54,418.84,0.87
REGN,NCT01764997,"July 27, 2017",January 2015,491.62,476.82,-0.76
REGN,NCT04202679,"September 28, 2022","November 22, 2021",705.42,688.87,-0.59
REGN,NCT04183335,"December 12, 2022","February 3, 2022",721.10,736.19,0.52
REGN,NCT02023879,"March 15, 2017","June 30, 2017",397.80,380.29,-1.13
REGN,NCT00396591,"January 10, 2013",November 2008,179.40,170.03,-1.34
REGN,NCT03510884,"May 6, 2023","August 5, 2022",752.12,749.59,-0.08
REGN,NCT00284141,"December 10, 2012",July 2008,179.40,175.65,-0.53
REGN,NCT01217814,"September 1, 2017",September 2011,494.36,471.92,-1.16
REGN,NCT02581891,"May 21, 2020","April 26, 2019",544.01,612.81,2.97
REGN,NCT04423718,"September 6, 2023","August 12, 2024",818.39,830.69,0.37
REGN,NCT02715726,"September 30, 2019","August 6, 2018",283.81,290.83,0.61
REGN,NCT03510715,"December 29, 2020","February 17, 2020",484.22,483.11,-0.06
REGN,NCT02984982,"September 9, 2019","July 27, 2018",285.89,285.06,-0.07
REGN,NCT02396316,"July 21, 2017","September 6, 2016",494.36,471.92,-1.16
REGN,NCT00519285,"October 10, 2013",April 2012,295.63,307.65,1.00
REGN,NCT02863354,"April 21, 2021",May 2019,506.48,488.64,-0.90
REGN,NCT02689518,"March 25, 2021","November 12, 2019",481.52,473.14,-0.44
REGN,NCT02503540,"February 12, 2020","February 6, 2018",406.30,399.55,-0.42
REGN,NCT02305238,"March 12, 2018","December 20, 2017",339.08,334.87,-0.31
REGN,NCT01773954,"May 2, 2018",March 2016,296.14,291.25,-0.42
REGN,NCT01543568,"January 2, 2017",October 2014,379.70,380.92,0.08
REGN,NCT00327444,"January 1, 2013",October 2009,181.20,181.07,-0.02
REGN,NCT02289963,"June 26, 2017",April 2016,469.74,477.15,0.39
REGN,NCT01623115,"November 4, 2015",December 2014,564.00,562.00,-0.09
REGN,NCT01663402,"March 18, 2019","January 23, 2018",395.00,402.87,0.49
REGN,NCT03022292,"January 6, 2022","August 31, 2020",621.27,631.44,0.41
REGN,NCT02299336,"June 7, 2018","January 9, 2017",311.95,308.28,-0.30
REGN,NCT02584504,"May 7, 2018","January 9, 2018",309.54,303.21,-0.52
REGN,NCT00637377,"January 23, 2012",August 2011,88.88,92.43,0.98
REGN,NCT03787095,"December 9, 2021","August 18, 2020",660.15,657.93,-0.08
REGN,NCT01783886,"April 5, 2016",March 2015,427.20,404.94,-1.34
REGN,NCT01331681,"September 9, 2014","March 30, 2015",354.32,346.06,-0.59
REGN,NCT01012973,"November 22, 2012",February 2012,174.39,174.91,0.07
REGN,NCT03359356,"February 14, 2022","December 17, 2020",722.37,731.89,0.33
REGN,NCT01909791,"January 3, 2020","September 11, 2018",397.65,399.14,0.09
REGN,NCT02858076,"January 19, 2021",January 2020,542.27,537.78,-0.21
REGN,NCT01627249,"December 16, 2015","April 18, 2019",559.67,544.23,-0.70
REGN,NCT03389893,"June 14, 2021","September 9, 2020",534.27,529.80,-0.21
REGN,NCT02634333,"November 24, 2021","May 11, 2022",657.93,619.28,-1.51
RGNX,NCT03066258,"May 16, 2023","June 17, 2021",19.36,20.04,0.86
RGNX,NCT02651675,"July 13, 2023","November 27, 2020",18.61,18.33,-0.38
RLAY,NCT04179305,"April 24, 2023","January 19, 2023",11.44,11.21,-0.51
RLAY,NCT04623242,"September 22, 2022","March 6, 2020",22.01,24.12,2.29
RLMD,NCT03051256,"March 17, 2021","September 30, 2019",36.62,36.57,-0.03
RGEN,NCT00776295,"June 21, 2012",August 2010,4.08,4.37,1.72
RVNC,NCT03004248,"July 13, 2022","October 17, 2018",14.77,15.07,0.50
RVNC,NCT03821402,"September 21, 2023","November 23, 2020",12.55,12.09,-0.93
RVNC,NCT03786770,"February 16, 2023","March 9, 2020",33.06,34.12,0.79
RVNC,NCT03911102,"June 27, 2023","April 23, 2020",25.40,25.31,-0.09
RVNC,NCT04259086,"June 27, 2023","November 2, 2020",25.40,25.31,-0.09
RVNC,NCT03825315,"September 21, 2023","June 4, 2020",12.55,12.09,-0.93
RVNC,NCT03137407,"August 28, 2023","February 20, 2018",8.39,8.17,-0.66
RVNC,NCT03014635,"July 21, 2022","November 3, 2017",16.01,15.83,-0.28
RVNC,NCT03014622,"July 21, 2022","November 14, 2017",16.01,15.83,-0.28
RVMD,NCT03989115,"June 26, 2023","February 8, 2022",29.87,31.23,1.11
RVMD,NCT04732338,"May 25, 2021","February 11, 2020",30.97,29.91,-0.87
RVMD,NCT04213079,"January 3, 2024","November 30, 2022",27.99,28.38,0.35
RVMD,NCT04019990,"February 12, 2020","November 21, 2019",34.08,31.96,-1.61
RVMD,NCT03181282,"March 22, 2023","August 2, 2019",20.90,20.92,0.02
RVMD,NCT03046966,"July 7, 2021","February 28, 2020",31.00,32.77,1.39
RVMD,NCT04287517,"April 15, 2020","March 15, 2020",20.85,23.00,2.45
RVMD,NCT03725982,"March 31, 2020","May 22, 2019",19.65,23.43,4.39
RVMD,NCT03026790,"June 5, 2023","October 30, 2022",25.31,25.25,-0.06
RVMD,NCT04496167,"September 13, 2023","April 14, 2022",32.85,31.76,-0.84
RVMD,NCT02200939,"March 2, 2022","November 24, 2020",18.86,17.31,-2.14
RVMD,NCT04420572,"October 21, 2021","August 1, 2021",26.75,27.59,0.77
RVMD,NCT03980470,"November 24, 2021","June 20, 2019",25.73,25.87,0.14
RVMD,NCT01333527,"September 13, 2021","May 2, 2018",30.62,31.78,0.93
RVMD,NCT03479502,"April 27, 2023","February 8, 2022",23.85,23.83,-0.02
RVMD,NCT04160091,"November 30, 2021","June 15, 2020",26.70,26.10,-0.57
RVMD,NCT04079127,"June 23, 2020","August 31, 2019",33.56,31.44,-1.63
RVMD,NCT04635579,"February 28, 2022","November 2, 2020",18.35,20.47,2.73
RVMD,NCT01802281,"March 22, 2021","October 31, 2024",41.28,45.88,2.64
RVMD,NCT01920152,"January 25, 2021","December 5, 2019",44.80,46.71,1.04
RVMD,NCT03502616,"January 11, 2021","August 20, 2020",43.56,46.95,1.87
RVMD,NCT02505542,"April 21, 2020",April 2019,26.34,26.71,0.35
RVMD,NCT04227145,"July 21, 2023","January 30, 2022",33.69,32.09,-1.22
RVMD,NCT04079114,"June 30, 2020","July 15, 2019",31.57,31.01,-0.45
RVMD,NCT01416441,"October 7, 2021","March 13, 2014",27.74,27.82,0.07
RVMD,NCT04285229,"June 28, 2022","March 17, 2022",19.08,20.89,2.26
RVMD,NCT03198078,"December 20, 2023","April 3, 2023",25.69,27.29,1.51
RVMD,NCT01421069,"November 14, 2022","February 4, 2021",20.38,21.86,1.75
RVMD,NCT02964377,"December 21, 2021",July 2018,25.88,27.55,1.56
RYTM,NCT02311673,"July 27, 2023","October 26, 2016",17.84,24.32,7.69
RYTM,NCT02041195,"August 7, 2023",December 2014,26.44,25.46,-0.94
RYTM,NCT04725240,"September 21, 2023","June 28, 2022",22.79,24.04,1.33
RYTM,NCT01749137,"August 14, 2023","September 28, 2013",25.82,25.67,-0.15
RYTM,NCT03746522,"December 1, 2023","March 8, 2021",40.59,40.95,0.22
RYTM,NCT03287960,"May 23, 2023","September 25, 2020",16.44,16.32,-0.18
RYTM,NCT02896192,"September 21, 2023","May 25, 2020",22.79,24.04,1.33
RYTM,NCT00911508,"August 26, 2019","December 31, 2017",23.56,23.16,-0.43
RYTM,NCT01570361,"May 14, 2020","December 19, 2018",19.80,19.96,0.20
RYTM,NCT02296190,"December 30, 2020",December 2016,35.11,39.49,2.94
RYTM,NCT04582409,"July 25, 2023","July 11, 2022",17.64,17.90,0.37
RYTM,NCT03472495,"March 1, 2023","March 21, 2021",25.85,21.77,-4.28
RYTM,NCT02698241,"December 9, 2019",September 2018,23.75,23.16,-0.63
RYTM,NCT01144494,"April 24, 2019","October 1, 2011",25.19,25.92,0.71
RYTM,NCT03635996,"April 24, 2023","November 13, 2020",20.21,18.52,-2.18
RYTM,NCT03118518,"August 11, 2021","June 25, 2020",13.80,13.86,0.11
RYTM,NCT03198754,"August 11, 2020","January 23, 2019",18.39,18.13,-0.36
RYTM,NCT02931253,"June 11, 2020","July 10, 2018",20.52,21.37,1.01
RYTM,NCT02849184,"August 5, 2019",March 2018,18.81,20.00,1.53
RYTM,NCT01014533,"November 1, 2017",September 2011,26.10,25.89,-0.20
RYTM,NCT03035227,"September 10, 2022","May 1, 2018",26.46,30.85,3.83
RYTM,NCT01970501,"September 15, 2022","December 28, 2017",23.35,24.33,1.03
RYTM,NCT03697980,"December 4, 2023","February 10, 2022",36.65,41.64,3.19
RYTM,NCT02388386,"November 17, 2020",April 2016,21.58,21.37,-0.24
RYTM,NCT01097330,"January 29, 2020",March 2012,17.83,17.54,-0.41
RYTM,NCT00572936,"February 14, 2018","November 1, 2009",25.79,26.26,0.45
RYTM,NCT01597557,"October 22, 2020",February 2014,22.80,22.36,-0.49
RYTM,NCT02100228,"April 10, 2018","February 8, 2017",20.72,22.16,1.68
RYTM,NCT03141086,"September 24, 2019","September 12, 2018",24.13,21.19,-3.24
RYTM,NCT02707744,"July 27, 2023",November 2018,17.84,24.32,7.69
RYTM,NCT02668432,"April 2, 2019","September 20, 2018",28.33,27.99,-0.30
RYTM,NCT04229446,"December 7, 2023","August 5, 2020",36.65,41.64,3.19
RYTM,NCT04392362,"June 25, 2021","December 16, 2020",19.95,19.70,-0.32
RYTM,NCT04891107,"December 12, 2023","June 8, 2022",41.64,47.20,3.13
RYTM,NCT02391337,"June 16, 2021","September 16, 2019",20.53,20.51,-0.02
RYTM,NCT04535141,"May 9, 2023","April 11, 2022",17.43,16.49,-1.39
RYTM,NCT05004077,"November 18, 2023","October 10, 2022",33.34,33.53,0.14
RYTM,NCT01493596,"April 20, 2021",August 2012,20.62,20.57,-0.06
RYTM,NCT01585298,"September 23, 2019","December 12, 2016",21.59,21.73,0.16
RYTM,NCT01276652,"September 26, 2017",December 2008,25.72,24.42,-1.30
RYTM,NCT04511520,"May 20, 2021",April 2017,20.83,20.10,-0.89
RYTM,NCT03334630,"December 9, 2020","December 3, 2019",28.27,28.92,0.57
RYTM,NCT03993119,"September 2, 2021","August 20, 2020",12.84,12.98,0.27
RYTM,NCT03001557,"January 14, 2020","April 17, 2020",20.66,19.70,-1.19
RYTM,NCT02277990,"October 24, 2019",September 2018,21.50,21.34,-0.19
RYTM,NCT01524705,"December 29, 2023",July 2014,45.13,43.31,-1.03
RYTM,NCT03335800,"March 30, 2020","February 21, 2019",15.47,15.31,-0.26
